data;id_venda;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2024-03-18 09:08:18.814581;1348;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Frances Hamilton;feminino;credito
2024-03-18 10:05:53.155494;1349;Guarulhos;Ana Oliveira;Smartphone 5G 128GB;Ethan Floyd;masculino;credito
2024-03-18 11:36:50.485173;1350;São Bernardo do Campo;Marcos Fernandes;"Smart TV 50"" 4K";Shirley Perez;feminino;credito
2024-03-18 11:40:09.018838;1351;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Lisa Steinberger;feminino;pix
2024-03-18 12:02:13.056804;1352;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Mathew Hammond;masculino;credito
2024-03-18 12:25:59.259447;1353;São Paulo;Maria Souza;Notebook i5 8GB SSD 512GB;Eric Hahn;masculino;credito
2024-03-18 16:24:07.410646;1354;São Paulo;Maria Souza;"Smart TV 50"" 4K";Major Neer;masculino;credito
2024-03-18 16:29:50.071670;1355;Osasco;Juliana Costa;Notebook i5 8GB SSD 512GB;Marilyn Cunningham;feminino;credito
2024-03-18 16:53:10.066570;1356;Diadema;Rafael Alves;Smartphone 5G 128GB;Michael Neubert;masculino;boleto
2024-03-19 06:54:03.725020;1357;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Alexander Onstott;masculino;credito
2024-03-19 09:08:12.299597;1358;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Harriet Young;feminino;credito
2024-03-19 11:00:02.745443;1359;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Angela Pappalardo;feminino;credito
2024-03-19 11:17:46.779926;1360;São Bernardo do Campo;Marcos Fernandes;"Smart TV 50"" 4K";Viola Harry;feminino;dinheiro
2024-03-19 11:58:11.137111;1361;Santo André;Bruno Rocha;Caixa de Som Bluetooth;Ernest Ortiz;masculino;credito
2024-03-19 12:41:52.133420;1362;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Timothy Foreman;masculino;credito
2024-03-19 13:10:00.557420;1363;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;Roberto Greenhalge;masculino;credito
2024-03-19 15:25:45.934531;1364;Diadema;Rafael Alves;Notebook i5 8GB SSD 512GB;Virginia Mulqueen;feminino;dinheiro
2024-03-19 15:56:14.071486;1365;São Paulo;Maria Souza;Smartphone 5G 128GB;Michael Smith;masculino;credito
2024-03-19 15:56:51.049542;1366;Osasco;Juliana Costa;"Smart TV 50"" 4K";Keith Whitaker;masculino;credito
2024-03-19 16:44:07.251666;1367;Guarulhos;Ana Oliveira;Smartphone 5G 128GB;Ana Kolar;feminino;credito
2024-03-19 17:22:18.697094;1368;Santo André;Patrícia Gomes;Notebook i5 8GB SSD 512GB;Angela Kavanagh;feminino;boleto
2024-03-20 06:52:19.582166;1369;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Thomas Bender;masculino;credito
2024-03-20 07:18:02.196279;1370;Osasco;Juliana Costa;Caixa de Som Bluetooth;James Ansel;masculino;credito
2024-03-20 07:56:07.201497;1371;Osasco;Lucas Lima;Smartphone 5G 128GB;Anthony Richardson;masculino;credito
2024-03-20 08:48:46.812632;1372;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Bart Rice;masculino;credito
2024-03-20 09:37:56.679930;1373;Guarulhos;Ana Oliveira;Smartphone 5G 128GB;Robert Summers;masculino;pix
2024-03-20 10:10:55.081931;1374;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Billy Bozeman;masculino;credito
2024-03-20 16:36:51.937696;1375;Osasco;Lucas Lima;Smartphone 5G 128GB;Alicia Hill;feminino;credito
2024-03-20 17:23:58.025861;1376;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Janice Robles;feminino;credito
2024-03-20 17:32:47.058810;1377;Osasco;Lucas Lima;Caixa de Som Bluetooth;Jennifer Manzo;feminino;credito
2024-03-21 06:52:14.998353;1378;São Paulo;Maria Souza;"Smart TV 50"" 4K";Derrick Schreimann;masculino;credito
2024-03-21 07:29:49.012588;1379;São Bernardo do Campo;Carla Pereira;"Smart TV 50"" 4K";Solomon Duran;masculino;dinheiro
2024-03-21 08:52:51.941896;1380;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Robert Vangundy;masculino;credito
2024-03-21 09:46:49.057610;1381;Osasco;Juliana Costa;Caixa de Som Bluetooth;Lavon Jimmerson;feminino;credito
2024-03-21 10:40:51.749730;1382;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Laura Hendricks;feminino;credito
2024-03-21 13:42:50.040331;1383;Osasco;Juliana Costa;Notebook i5 8GB SSD 512GB;Aubrey Cramer;masculino;credito
2024-03-21 14:09:17.134853;1384;Santo André;Patrícia Gomes;Notebook i5 8GB SSD 512GB;Laura Emery;feminino;credito
2024-03-21 17:21:22.005996;1385;Osasco;Lucas Lima;Caixa de Som Bluetooth;Caleb Lloyd;masculino;boleto
2024-03-22 06:50:01.680405;1386;Santo André;Bruno Rocha;"Smart TV 50"" 4K";Luz Henry;feminino;debito
2024-03-22 07:21:59.064993;1387;Osasco;Lucas Lima;Notebook i5 8GB SSD 512GB;Geoffrey Anderson;masculino;credito
2024-03-22 09:26:57.472504;1388;São Paulo;Maria Souza;"Smart TV 50"" 4K";Mary Levin;feminino;credito
2024-03-22 10:17:56.161008;1389;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Bernard Woods;masculino;credito
2024-03-22 11:55:52.727175;1390;São Paulo;Maria Souza;"Smart TV 50"" 4K";Margaret Dickerman;feminino;dinheiro
2024-03-22 12:11:02.695530;1391;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Delpha Mitchell;feminino;dinheiro
2024-03-22 12:27:02.316500;1392;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Mark Cross;masculino;credito
2024-03-22 12:45:20.546403;1393;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;Deborah Blumenthal;feminino;credito
2024-03-22 16:25:13.998140;1394;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Fred Geathers;masculino;credito
2024-03-23 09:08:09.010348;1395;São Paulo;Maria Souza;Smartphone 5G 128GB;Otis Rudder;masculino;credito
2024-03-23 14:04:56.144193;1396;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Abbie Hutchins;feminino;credito
2024-03-23 14:52:07.809003;1397;Osasco;Lucas Lima;"Smart TV 50"" 4K";Keith Kinsey;masculino;credito
2024-03-24 08:35:46.148217;1398;Diadema;Rafael Alves;Notebook i5 8GB SSD 512GB;Paul Torres;masculino;credito
2024-03-24 11:01:47.225840;1399;São Bernardo do Campo;Marcos Fernandes;Caixa de Som Bluetooth;Thomas Alli;masculino;credito
2024-03-24 11:49:54.931150;1400;Osasco;Lucas Lima;Smartphone 5G 128GB;Freida Kosiba;feminino;dinheiro
2024-03-24 13:30:48.618220;1401;Diadema;Rafael Alves;"Smart TV 50"" 4K";Natalia Campos;feminino;pix
2024-03-24 14:12:58.863139;1402;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Ricky Stafford;masculino;credito
2024-03-24 14:26:55.738567;1403;Santo André;Patrícia Gomes;Notebook i5 8GB SSD 512GB;John Pressley;masculino;credito
2024-03-24 14:55:17.264997;1404;Santo André;Bruno Rocha;Notebook i5 8GB SSD 512GB;Michael Whitson;masculino;credito
2024-03-24 16:05:47.652623;1405;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";James Leake;masculino;pix
2024-03-25 15:08:07.937167;1406;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Jane Raschke;feminino;debito
2024-03-25 15:46:09.191710;1407;São Bernardo do Campo;Carla Pereira;"Smart TV 50"" 4K";Myrtle Smith;feminino;credito
2024-03-26 06:38:03.123449;1408;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;Albert Rowe;masculino;credito
2024-03-26 06:55:58.650008;1409;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Tammie Holloman;feminino;credito
2024-03-26 07:10:17.841664;1410;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;Anthony Gonzalez;masculino;boleto
2024-03-26 07:32:52.389627;1411;São Paulo;Maria Souza;Smartphone 5G 128GB;Juanita Kemmis;feminino;credito
2024-03-26 09:02:10.841972;1412;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Jose Lillibridge;masculino;credito
2024-03-26 10:15:55.839720;1413;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Kimberly Perez;feminino;credito
2024-03-26 12:39:18.451910;1414;Santo André;Bruno Rocha;Notebook i5 8GB SSD 512GB;Guadalupe Beavers;feminino;credito
2024-03-26 13:27:03.336065;1415;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;Jamie Johnson;feminino;pix
2024-03-26 14:08:56.723729;1416;Guarulhos;Ana Oliveira;Caixa de Som Bluetooth;Thomas Dahlheimer;masculino;credito
2024-03-26 15:04:56.904924;1417;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;John Devera;masculino;credito
2024-03-26 15:36:49.523099;1418;Santo André;Bruno Rocha;"Smart TV 50"" 4K";David Johnson;masculino;credito
2024-03-26 17:12:09.300227;1419;Diadema;Rafael Alves;Notebook i5 8GB SSD 512GB;Javier Johnson;masculino;dinheiro
2024-03-26 17:27:16.233778;1420;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Nathan Green;masculino;debito
2024-03-27 07:08:12.045692;1421;Santo André;Patrícia Gomes;Notebook i5 8GB SSD 512GB;David Landor;masculino;credito
2024-03-27 07:20:11.621052;1422;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;William Caldwell;masculino;credito
2024-03-27 09:39:47.691838;1423;São Bernardo do Campo;Carla Pereira;Smartphone 5G 128GB;Laurie Pierce;feminino;credito
2024-03-27 13:41:50.229269;1424;Osasco;Lucas Lima;"Smart TV 50"" 4K";Keith Buster;masculino;credito
2024-03-27 14:45:46.792974;1425;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Deborah Thompson;feminino;credito
2024-03-27 14:49:09.454961;1426;Diadema;Rafael Alves;Notebook i5 8GB SSD 512GB;David Duffy;masculino;dinheiro
2024-03-27 16:51:45.009332;1427;São Paulo;Maria Souza;"Smart TV 50"" 4K";Joshua Anderson;masculino;credito
2024-03-28 07:14:59.232806;1428;Santo André;Bruno Rocha;Smartphone 5G 128GB;Ann Caudel;feminino;boleto
2024-03-28 09:04:48.847349;1429;Santo André;Patrícia Gomes;Smartphone 5G 128GB;William Farner;masculino;pix
2024-03-28 10:22:08.027529;1430;Osasco;Lucas Lima;Notebook i5 8GB SSD 512GB;Peter Bates;masculino;credito
2024-03-28 11:02:07.301121;1431;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Kathryn Hardister;feminino;credito
2024-03-28 12:16:10.328177;1432;São Paulo;João Silva;Smartphone 5G 128GB;Hazel Barnes;feminino;credito
2024-03-28 13:22:07.697178;1433;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";Louis Rice;masculino;credito
2024-03-28 15:16:03.019147;1434;São Paulo;João Silva;Caixa de Som Bluetooth;Marjorie Wright;feminino;boleto
2024-03-28 16:38:06.509776;1435;Guarulhos;Ana Oliveira;Caixa de Som Bluetooth;Thomas Rivers;masculino;credito
2024-03-29 06:46:15.152685;1436;Santo André;Bruno Rocha;Smartphone 5G 128GB;Jason Szerszen;masculino;boleto
2024-03-29 08:39:02.352772;1437;Santo André;Bruno Rocha;Notebook i5 8GB SSD 512GB;Brittney Davis;feminino;credito
2024-03-29 10:31:47.693462;1438;São Bernardo do Campo;Carla Pereira;"Smart TV 50"" 4K";Mary Garland;feminino;boleto
2024-03-29 14:28:18.502063;1439;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Martha Ruhlin;feminino;credito
2024-03-29 14:46:50.453135;1440;Osasco;Lucas Lima;Caixa de Som Bluetooth;James Rainville;masculino;credito
2024-03-29 17:01:46.485317;1441;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Jeremy Hollis;masculino;credito
2024-03-30 07:01:01.236361;1442;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Stephen Little;masculino;credito
2024-03-30 08:32:53.775232;1443;São Bernardo do Campo;Marcos Fernandes;Caixa de Som Bluetooth;Vicky Brown;feminino;credito
2024-03-30 08:47:04.220620;1444;Santo André;Patrícia Gomes;Notebook i5 8GB SSD 512GB;Donna Gomes;feminino;pix
2024-03-30 09:19:54.276993;1445;Santo André;Patrícia Gomes;Notebook i5 8GB SSD 512GB;Brent Simmons;masculino;credito
2024-03-30 09:49:53.305811;1446;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;Coletta Flicker;feminino;pix
2024-03-30 12:32:02.032030;1447;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Bob Ferguson;masculino;debito
2024-03-30 13:02:56.199734;1448;Diadema;Rafael Alves;Caixa de Som Bluetooth;Jessie Cannon;masculino;boleto
2024-03-30 13:59:59.609437;1449;Osasco;Juliana Costa;"Smart TV 50"" 4K";Jennifer Reilly;feminino;credito
2024-03-30 15:24:17.681172;1450;São Bernardo do Campo;Carla Pereira;Caixa de Som Bluetooth;Ryan Hertenstein;masculino;pix
2024-03-30 17:15:00.557420;1451;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Joshua Medina;masculino;debito
2024-03-30 17:34:04.175483;1452;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Linda Williams;feminino;pix
2024-03-31 08:56:48.189115;1453;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Anita Haney;feminino;credito
2024-03-31 09:10:48.246541;1454;Santo André;Bruno Rocha;Notebook i5 8GB SSD 512GB;Lisa Smith;feminino;credito
2024-03-31 12:49:52.489487;1455;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Nicholas Haugen;masculino;pix
2024-03-31 12:52:56.352262;1456;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Laura Nichols;feminino;debito
2024-03-31 12:55:48.641445;1457;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Barbara Eller;feminino;debito
2024-03-31 17:08:00.557420;1458;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Edward Murphy;masculino;credito
2024-03-31 17:32:09.101273;1459;São Paulo;João Silva;Smartphone 5G 128GB;Betty Hammond;feminino;credito
2024-04-01 08:06:54.245931;1460;Guarulhos;Ana Oliveira;Caixa de Som Bluetooth;Allen Rivenburg;masculino;credito
2024-04-01 09:20:47.445166;1461;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;James Perrella;masculino;credito
2024-04-01 11:47:02.704100;1462;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Jorge Jobe;masculino;pix
2024-04-01 12:26:04.518575;1463;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Timothy Nicolls;masculino;credito
2024-04-01 13:15:03.603390;1464;Santo André;Patrícia Gomes;Notebook i5 8GB SSD 512GB;Jeffery Haskins;masculino;credito
2024-04-01 13:38:13.328982;1465;São Bernardo do Campo;Marcos Fernandes;"Smart TV 50"" 4K";Susan Zeller;feminino;credito
2024-04-01 14:15:48.279341;1466;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Mitchell Shaw;masculino;credito
2024-04-01 15:13:07.937167;1467;Osasco;Lucas Lima;Smartphone 5G 128GB;Michael Rodriguez;masculino;credito
2024-04-01 15:36:12.718998;1468;São Paulo;João Silva;Caixa de Som Bluetooth;Tammy Williams;feminino;credito
2024-04-01 15:39:59.675641;1469;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Morgan Odom;feminino;pix
2024-04-01 16:19:02.486135;1470;Diadema;Rafael Alves;"Smart TV 50"" 4K";Michael Fichter;masculino;debito
2024-04-02 09:10:58.665536;1471;Osasco;Lucas Lima;Caixa de Som Bluetooth;Ben Wyche;masculino;credito
2024-04-02 10:09:18.385617;1472;Guarulhos;Pedro Santos;Smartphone 5G 128GB;Michael Sackal;feminino;pix
2024-04-02 11:13:57.758679;1473;Diadema;Rafael Alves;Caixa de Som Bluetooth;Trina Lewandowski;feminino;credito
2024-04-02 12:16:46.148217;1474;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Gina Hester;feminino;boleto
2024-04-02 14:34:45.075582;1475;São Paulo;Maria Souza;Smartphone 5G 128GB;Joshua Lafleur;masculino;credito
2024-04-02 14:41:02.712224;1476;São Paulo;Maria Souza;"Smart TV 50"" 4K";Gloria Wilson;feminino;credito
2024-04-02 14:49:20.361556;1477;Osasco;Lucas Lima;Notebook i5 8GB SSD 512GB;Luther Reeves;masculino;credito
2024-04-02 15:13:06.401171;1478;São Bernardo do Campo;Marcos Fernandes;"Smart TV 50"" 4K";Bruce Gast;masculino;boleto
2024-04-02 17:18:11.849690;1479;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Lois Stacey;feminino;credito
2024-04-03 07:36:52.489487;1480;Guarulhos;Ana Oliveira;Caixa de Som Bluetooth;Ian Allen;masculino;credito
2024-04-03 08:28:45.909515;1481;Santo André;Bruno Rocha;Smartphone 5G 128GB;Levi Posner;masculino;credito
2024-04-03 11:12:45.597124;1482;São Bernardo do Campo;Carla Pereira;Smartphone 5G 128GB;Wanda Wilson;feminino;boleto
2024-04-03 12:08:05.526581;1483;São Bernardo do Campo;Carla Pereira;"Smart TV 50"" 4K";John Best;masculino;credito
2024-04-03 12:42:05.158927;1484;Guarulhos;Ana Oliveira;Smartphone 5G 128GB;Laura Bench;feminino;credito
2024-04-03 13:01:53.684420;1485;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Ralph Suen;masculino;debito
2024-04-03 15:03:56.138518;1486;São Bernardo do Campo;Carla Pereira;Caixa de Som Bluetooth;Maria Madrid;feminino;boleto
2024-04-03 15:56:19.226752;1487;São Bernardo do Campo;Carla Pereira;Caixa de Som Bluetooth;Patricia Warnock;feminino;pix
2024-04-04 09:03:03.135755;1488;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Penney Wilson;feminino;credito
2024-04-04 10:10:05.618779;1489;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Cesar Wiles;masculino;credito
2024-04-04 10:16:48.287481;1490;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Joan Sweeney;feminino;credito
2024-04-04 13:20:56.078210;1491;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Ben Thompson;masculino;credito
2024-04-04 15:52:03.405476;1492;São Paulo;João Silva;"Smart TV 50"" 4K";Richard Cook;masculino;credito
2024-04-04 17:33:21.668166;1493;Osasco;Juliana Costa;Notebook i5 8GB SSD 512GB;Brett Frederick;masculino;boleto
2024-04-05 09:09:09.966558;1494;Santo André;Patrícia Gomes;Notebook i5 8GB SSD 512GB;Rosita Averett;feminino;debito
2024-04-05 09:38:14.755201;1495;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Roy Washing;masculino;credito
2024-04-05 10:34:47.365771;1496;Santo André;Bruno Rocha;Notebook i5 8GB SSD 512GB;Natasha Forcello;feminino;debito
2024-04-05 10:51:49.375700;1497;Osasco;Juliana Costa;Smartphone 5G 128GB;Christopher Moss;masculino;credito
2024-04-05 13:14:51.058702;1498;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Robert Gomez;masculino;credito
2024-04-05 14:53:01.645695;1499;São Bernardo do Campo;Marcos Fernandes;Caixa de Som Bluetooth;Charles Shabel;masculino;boleto
2024-04-06 07:42:53.041390;1500;Santo André;Bruno Rocha;Smartphone 5G 128GB;Margaret Ramirez;feminino;credito
2024-04-06 16:26:19.514824;1501;Osasco;Lucas Lima;Smartphone 5G 128GB;Ervin Zinn;masculino;credito
2024-04-06 16:55:00.557420;1502;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Wilfred Hill;masculino;credito
2024-04-07 06:44:56.407697;1503;Santo André;Bruno Rocha;"Smart TV 50"" 4K";Lori Alley;feminino;credito
2024-04-07 07:06:50.542860;1504;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Betty Lothridge;feminino;credito
2024-04-07 07:33:45.008288;1505;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Martha Williams;feminino;credito
2024-04-07 08:42:13.526128;1506;Osasco;Lucas Lima;Smartphone 5G 128GB;Robert Mcclure;masculino;credito
2024-04-07 09:33:13.915413;1507;Guarulhos;Pedro Santos;Smartphone 5G 128GB;Anthony Diaz;masculino;credito
2024-04-07 10:02:21.897692;1508;Santo André;Bruno Rocha;Caixa de Som Bluetooth;Erin Boddie;feminino;credito
2024-04-07 11:26:04.220620;1509;Osasco;Lucas Lima;Caixa de Som Bluetooth;Jessica Upchurch;feminino;credito
2024-04-07 11:55:01.796439;1510;Guarulhos;Pedro Santos;Smartphone 5G 128GB;Michael Perrien;masculino;credito
2024-04-07 12:20:48.114913;1511;Guarulhos;Pedro Santos;Smartphone 5G 128GB;Joan Harwell;feminino;credito
2024-04-07 12:28:52.740214;1512;Diadema;Rafael Alves;"Smart TV 50"" 4K";Janet Arndt;feminino;credito
2024-04-07 12:49:57.197494;1513;Osasco;Juliana Costa;Smartphone 5G 128GB;Lenny Stanley;masculino;credito
2024-04-07 15:11:03.313828;1514;Guarulhos;Ana Oliveira;Smartphone 5G 128GB;Eric Fick;masculino;credito
2024-04-08 06:48:10.358826;1515;Osasco;Lucas Lima;Caixa de Som Bluetooth;Ramon Harris;masculino;credito
2024-04-08 08:43:46.862044;1516;Diadema;Fernanda Ribeiro;"Smart TV 50"" 4K";Glenna Vanalst;feminino;credito
2024-04-08 08:44:19.889940;1517;Osasco;Lucas Lima;Smartphone 5G 128GB;Brenda Barrett;feminino;debito
2024-04-08 09:00:53.799828;1518;Osasco;Juliana Costa;Smartphone 5G 128GB;Jesse Beaird;masculino;credito
2024-04-08 12:15:20.646916;1519;Guarulhos;Ana Oliveira;Notebook i5 8GB SSD 512GB;Rose Hall;feminino;pix
2024-04-08 12:25:19.459972;1520;Guarulhos;Pedro Santos;"Smart TV 50"" 4K";Mark Acuff;masculino;debito
2024-04-08 13:10:16.936038;1521;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Eunice Pierce;feminino;debito
2024-04-08 13:52:57.538396;1522;São Paulo;João Silva;Notebook i5 8GB SSD 512GB;Eileen Burdette;feminino;credito
2024-04-08 14:29:49.981023;1523;Guarulhos;Pedro Santos;Smartphone 5G 128GB;Terry Druvenga;feminino;credito
2024-04-09 09:00:15.673743;1524;Diadema;Fernanda Ribeiro;Notebook i5 8GB SSD 512GB;Joseph Washington;masculino;debito
2024-04-09 09:15:57.009810;1525;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Vincent Fowler;masculino;dinheiro
2024-04-09 09:23:53.296504;1526;São Bernardo do Campo;Marcos Fernandes;"Smart TV 50"" 4K";Francisco Mendoza;masculino;credito
2024-04-09 10:16:02.088703;1527;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Jason Tran;masculino;debito
2024-04-09 11:00:48.684165;1528;Santo André;Patrícia Gomes;Smartphone 5G 128GB;Eugene Wofford;masculino;credito
2024-04-09 12:56:09.333603;1529;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Joann Bennet;feminino;credito
2024-04-09 13:50:15.573352;1530;São Bernardo do Campo;Carla Pereira;Smartphone 5G 128GB;Rosalyn Gaylord;feminino;boleto
2024-04-09 15:19:51.263443;1531;Diadema;Fernanda Ribeiro;Caixa de Som Bluetooth;Donald Howell;masculino;credito
2024-04-10 10:31:56.411722;1532;Osasco;Lucas Lima;Caixa de Som Bluetooth;Michael Wallace;masculino;credito
2024-04-10 13:48:08.678498;1533;São Paulo;Maria Souza;Notebook i5 8GB SSD 512GB;Marilyn Estes;feminino;debito
2024-04-10 15:19:20.496574;1534;São Paulo;Maria Souza;"Smart TV 50"" 4K";Patrick Delaney;masculino;credito
2024-04-10 17:36:10.386092;1535;Diadema;Fernanda Ribeiro;Smartphone 5G 128GB;Walter Harris;masculino;boleto
2024-04-11 07:01:21.019907;1536;São Paulo;João Silva;Smartphone 5G 128GB;Bernice Scott;feminino;pix
2024-04-11 07:41:06.202305;1537;Osasco;Lucas Lima;"Smart TV 50"" 4K";Ryan Jaques;masculino;credito
2024-04-11 09:02:19.535871;1538;Santo André;Patrícia Gomes;Notebook i5 8GB SSD 512GB;Darren Edwards;masculino;credito
2024-04-11 09:21:03.239423;1539;Guarulhos;Ana Oliveira;Smartphone 5G 128GB;Miguel Jansen;masculino;credito
2024-04-11 10:33:59.460635;1540;Diadema;Fernanda Ribeiro;"Smart TV 50"" 4K";Ronald Nguyen;masculino;credito
2024-04-11 15:01:02.786599;1541;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Jospeh Perkins;masculino;credito
2024-04-11 15:14:52.472649;1542;Osasco;Lucas Lima;Caixa de Som Bluetooth;Albert Vernon;masculino;pix
2024-04-11 15:22:03.385713;1543;Santo André;Patrícia Gomes;Caixa de Som Bluetooth;Dave Lucas;masculino;debito
2024-04-11 17:02:21.766630;1544;São Bernardo do Campo;Carla Pereira;"Smart TV 50"" 4K";James Gullatt;masculino;credito
2024-04-12 08:52:03.024358;1545;São Bernardo do Campo;Marcos Fernandes;Notebook i5 8GB SSD 512GB;Monica Farris;feminino;credito
2024-04-12 09:58:20.736489;1546;Guarulhos;Ana Oliveira;"Smart TV 50"" 4K";Eddie Griffin;masculino;credito
2024-04-12 13:23:50.485173;1547;São Paulo;João Silva;Caixa de Som Bluetooth;Craig Siddique;masculino;dinheiro
2024-04-12 14:24:48.443784;1548;Osasco;Lucas Lima;Caixa de Som Bluetooth;Shirley Bishop;feminino;credito
2024-04-12 16:14:50.856600;1549;Osasco;Lucas Lima;Notebook i5 8GB SSD 512GB;Dorothy Zack;feminino;debito
2024-04-13 07:42:07.203379;1550;Santo André;Bruno Rocha;Caixa de Som Bluetooth;Lauralee Flores;feminino;credito
2024-04-13 09:05:52.579686;1551;Guarulhos;Ana Oliveira;Smartphone 5G 128GB;Solomon Thurman;masculino;credito
2024-04-13 10:24:50.040331;1552;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Nilda Nguyen;feminino;credito
2024-04-13 11:08:49.531766;1553;Guarulhos;Pedro Santos;Caixa de Som Bluetooth;Anthony Cyree;masculino;credito
2024-04-13 15:54:55.108553;1554;São Bernardo do Campo;Marcos Fernandes;Smartphone 5G 128GB;Elaine Bradford;feminino;debito
2024-04-14 11:29:48.246541;1555;Guarulhos;Ana Oliveira;Caixa de Som Bluetooth;Georgia Lucia;feminino;debito
2024-04-14 12:21:15.682929;1556;Santo André;Patrícia Gomes;"Smart TV 50"" 4K";Danny Bauer;masculino;pix
2024-04-14 12:58:53.041390;1557;Osasco;Juliana Costa;Notebook i5 8GB SSD 512GB;Timmy Lipford;masculino;credito
2024-04-14 13:46:06.542175;1558;São Paulo;Maria Souza;Notebook i5 8GB SSD 512GB;Starla Getty;feminino;credito
2024-04-14 14:19:05.785170;1559;São Paulo;João Silva;"Smart TV 50"" 4K";Kristina Warner;feminino;credito
2024-04-14 14:20:54.016256;1560;São Bernardo do Campo;Carla Pereira;Notebook i5 8GB SSD 512GB;Bridget Gordon;feminino;credito
2024-04-14 14:58:53.694124;1561;Osasco;Lucas Lima;Notebook i5 8GB SSD 512GB;Paul Randolph;masculino;credito
2024-04-14 15:27:58.178536;1562;Guarulhos;Pedro Santos;Notebook i5 8GB SSD 512GB;Joshua Horton;masculino;dinheiro
